a,b,c,d,e,f,g,h,i
4.7215,1.1914,-2.5732,1.4133,312.33,-242.56,-79.523,307.23,1461
4.7222,1.6309,-2.71,1.1139,313.81,-180.19,-136.18,307.22,1461.2
4.7229,1.8701,-2.5439,0.72136,308.38,-108.9,-204.28,307.22,1461.4
4.7236,2.1191,-2.2168,0.14231,295.06,-36.136,-267.4,307.23,1461.7
4.7243,2.4512,-1.8164,-0.57415,268.41,32.671,-305.17,307.23,1461.9
4.725,2.6855,-1.4648,-1.1581,222.53,90.589,-315.61,307.25,1462.1
4.7257,2.7051,-1.1377,-1.5163,159.86,149,-315.11,307.26,1462.3
4.7264,2.4805,-0.70312,-1.747,86.84,215.83,-310.14,307.27,1462.5
4.7271,2.1191,-0.087891,-2.0071,13.322,275.23,-293.24,307.27,1462.7
4.7278,1.6846,0.67383,-2.3407,-51.314,308.89,-262.92,307.27,1462.9
4.7285,1.2988,1.2744,-2.5518,-107.07,312.85,-213.22,307.27,1463.2
4.7292,0.94238,1.5869,-2.5076,-168.25,309.39,-146.62,307.27,1463.4
4.7299,0.44922,1.792,-2.2377,-234.86,301.96,-72.565,307.28,1463.6
4.7306,-0.2002,2.0703,-1.8844,-288.64,284.14,-1.9881,307.28,1463.8
4.7313,-0.96191,2.4463,-1.5065,-314.79,251.47,59.146,307.29,1464
4.732,-1.4893,2.6611,-1.2023,-316.77,197.02,116.3,307.29,1464.2
4.7327,-1.7773,2.6172,-0.86858,-314.3,127.22,179.92,307.3,1464.4
4.7334,-2.0068,2.3145,-0.34351,-305.91,52.967,246.03,307.31,1464.7
4.7341,-2.3145,1.9189,0.34351,-282.23,-17.326,293.24,307.32,1464.9
4.7348,-2.627,1.5283,1.0452,-241.28,-77.718,311.63,307.33,1465.1
4.7355,-2.7295,1.2207,1.4673,-183.55,-135.64,311.14,307.34,1465.3
4.7362,-2.5928,0.83984,1.7273,-112.99,-200.48,308.15,307.36,1465.5
4.7369,-2.2266,0.25391,1.9531,-37.499,-263.35,296.22,307.36,1465.7
4.7376,-1.792,-0.4834,2.2671,29.604,-306.42,269.39,307.34,1466
4.7383,-1.3916,-1.167,2.5518,85.36,-318.3,225.15,307.31,1466.2
4.739,-1.0596,-1.5576,2.5959,146.05,-313.84,163.02,307.29,1466.4
4.7397,-0.61035,-1.7627,2.38,212.66,-308.89,89.961,307.27,1466.6
4.7404,0.0048828,-2.002,2.0169,270.39,-295.03,16.402,307.26,1466.8
4.7411,0.74707,-2.3584,1.6488,305.91,-267.31,-47.217,307.25,1467
4.7418,1.3721,-2.6611,1.3299,313.81,-218.3,-102.39,307.25,1467.2
4.7425,1.6992,-2.6904,1.0256,310.85,-151.48,-164.51,307.23,1467.5
4.7432,1.9336,-2.4463,0.55452,304.93,-78.213,-232.61,307.22,1467.7
4.7439,2.2119,-2.0752,-0.078516,286.18,-5.9402,-286.28,307.2,1467.9
4.7446,2.5684,-1.7188,-0.79006,251.64,57.422,-313.12,307.19,1468.1
4.7453,2.7539,-1.3916,-1.3053,197.36,114.84,-315.61,307.19,1468.3
4.746,2.6953,-1.0449,-1.6096,130.26,176.72,-313.62,307.18,1468.5
4.7467,2.3926,-0.50781,-1.8549,54.768,242.56,-305.17,307.18,1468.7
4.7474,1.9873,0.17578,-2.1445,-15.789,293.05,-283.3,307.17,1469
4.7481,1.582,0.92285,-2.488,-73.518,313.84,-243.54,307.18,1469.2
4.7488,1.2207,1.416,-2.6106,-131.74,311.37,-187.38,307.18,1469.4
4.7495,0.80078,1.6748,-2.4585,-197.86,305.92,-116.3,307.19,1469.6
4.7502,0.20996,1.9043,-2.115,-258.55,296.52,-41.253,307.19,1469.8
4.7509,-0.47852,2.207,-1.747,-302.46,273.25,26.342,307.19,1470
4.7516,-1.1621,2.5586,-1.428,-319.24,229.69,81.512,307.18,1470.3
4.7523,-1.5723,2.6611,-1.1139,-316.27,167.81,141.65,307.16,1470.5
4.753,-1.8213,2.4902,-0.70173,-310.35,97.519,210.24,307.15,1470.7
4.7537,-2.0898,2.1289,-0.073608,-297.53,21.781,268.89,307.15,1470.9
4.7544,-2.3975,1.7432,0.59868,-269.4,-46.037,303.68,307.13,1471.1
4.7551,-2.6562,1.4209,1.1875,-217.59,-100.98,312.63,307.12,1471.3
4.7558,-2.6514,1.0986,1.5261,-153.45,-160.88,312.13,307.12,1471.5
4.7565,-2.4316,0.62988,1.7813,-82.399,-229.19,303.68,307.11,1471.8
4.7572,-2.0264,-0.043945,2.0561,-9.3748,-285.13,286.28,307.11,1472
4.7579,-1.626,-0.76172,2.38,54.768,-313.35,254.97,307.11,1472.2
4.7586,-1.2646,-1.3477,2.6057,110.03,-316.81,200.8,307.12,1472.4
4.7593,-0.87891,-1.6602,2.5321,171.71,-313.35,132.21,307.12,1472.6
4.76,-0.32715,-1.8994,2.2377,238.81,-304.93,59.146,307.13,1472.8
4.7607,0.38086,-2.1973,1.8402,290.12,-284.64,-10.437,307.14,1473
4.7614,1.0742,-2.5293,1.4918,311.83,-249.49,-70.577,307.16,1473.3
4.7621,1.5771,-2.7246,1.1826,312.33,-192.07,-127.73,307.18,1473.5
4.7628,1.8506,-2.6123,0.79988,309.86,-120.78,-192.84,307.2,1473.7
4.7635,2.1094,-2.2803,0.21592,299.01,-47.522,-257.46,307.21,1473.9
4.7642,2.3975,-1.8555,-0.48091,273.35,22.276,-301.69,307.21,1474.1
4.7649,2.6709,-1.5283,-1.0796,230.92,81.183,-315.61,307.21,1474.3
4.7656,2.7295,-1.2061,-1.4771,170.23,139.1,-315.11,307.22,1474.6
4.7663,2.5391,-0.77637,-1.7273,98.188,204.44,-312.13,307.22,1474.8
4.767,2.1582,-0.14648,-1.9874,24.177,266.82,-296.72,307.22,1475
4.7677,1.7188,0.57129,-2.272,-40.953,306.42,-268.89,307.22,1475.2
4.7684,1.3477,1.1816,-2.5076,-97.695,313.35,-222.67,307.22,1475.4
4.7691,0.99121,1.5479,-2.5174,-158.88,308.89,-158.55,307.22,1475.6
4.7698,0.54199,1.7578,-2.2966,-223.51,304.93,-83.5,307.23,1475.8
4.7705,-0.12695,2.041,-1.9285,-280.26,288.6,-11.929,307.23,1476.1
4.7712,-0.84473,2.3584,-1.536,-314.3,256.42,49.205,307.22,1476.3
4.7719,-1.4014,2.6172,-1.2366,-318.25,206.42,105.37,307.21,1476.5
4.7726,-1.7188,2.6123,-0.91765,-312.82,140.59,170.98,307.21,1476.7
4.7733,-1.9678,2.3633,-0.42693,-307.89,64.848,236.09,307.21,1476.9
4.774,-2.2803,1.9531,0.28462,-288.64,-8.9104,285.79,307.21,1477.1
4.7747,-2.5586,1.5625,0.94219,-249.66,-68.313,311.14,307.21,1477.3
4.7754,-2.7051,1.2646,1.3986,-191.94,-124.25,313.12,307.21,1477.6
4.7761,-2.5879,0.88867,1.6783,-125.33,-190.09,308.15,307.21,1477.8
4.7768,-2.2607,0.31738,1.9285,-51.314,-254.94,297.72,307.21,1478
4.7775,-1.8164,-0.41992,2.223,19.736,-300.48,276.34,307.2,1478.2
4.7782,-1.4258,-1.0742,2.4929,77.958,-316.81,235.09,307.19,1478.4
4.7789,-1.0938,-1.499,2.5763,134.21,-315.33,172.47,307.18,1478.6
4.7796,-0.65918,-1.7383,2.3947,201.31,-310.38,101.39,307.17,1478.9
4.7803,-0.068359,-1.9727,2.061,262.99,-297.51,29.324,307.17,1479.1
4.781,0.67383,-2.3047,1.6635,302.95,-272.76,-36.78,307.16,1479.3
4.7817,1.2744,-2.5781,1.3397,313.81,-228.2,-93.937,307.15,1479.5
4.7824,1.6406,-2.6709,1.06,311.34,-163.36,-155.07,307.15,1479.7
4.7831,1.8848,-2.4805,0.63794,306.41,-89.599,-222.17,307.14,1479.9
4.7838,2.1826,-2.1338,0.0049072,291.11,-17.326,-278.83,307.13,1480.1
4.7845,2.5,-1.7236,-0.70664,258.55,48.017,-311.63,307.13,1480.4
4.7852,2.6953,-1.4209,-1.217,206.24,103.95,-316.6,307.12,1480.6
4.7859,2.6953,-1.1182,-1.5409,141.61,166.82,-314.12,307.12,1480.8
4.7866,2.4414,-0.61035,-1.801,67.597,233.65,-306.66,307.11,1481
4.7873,2.0361,0.092773,-2.1101,-4.9341,286.62,-287.78,307.11,1481.2
4.788,1.6113,0.83496,-2.4291,-66.117,311.37,-252.98,307.1,1481.4
4.7887,1.2646,1.333,-2.5763,-121.38,312.85,-196.32,307.09,1481.6
4.7894,0.86914,1.626,-2.4781,-185.52,308.4,-127.24,307.07,1481.9
4.7901,0.30762,1.8604,-2.169,-250.65,298.5,-54.175,307.06,1482.1
4.7908,-0.42969,2.1875,-1.7813,-298.51,276.72,15.408,307.05,1482.3
4.7915,-1.1035,2.5,-1.4231,-316.77,239.59,73.559,307.05,1482.5
4.7922,-1.5137,2.6514,-1.163,-316.27,179.69,131.71,307.06,1482.7
4.7929,-1.7725,2.5293,-0.78516,-312.82,107.91,198.31,307.06,1482.9
4.7936,-2.0361,2.1973,-0.19138,-300.98,33.166,260.44,307.07,1483.2
4.7943,-2.3779,1.7822,0.53489,-273.35,-34.651,301.2,307.08,1483.4
4.795,-2.6123,1.4453,1.1139,-227.46,-92.074,312.63,307.07,1483.6
4.7957,-2.6611,1.1865,1.4476,-165.79,-150.98,310.64,307.07,1483.8
4.7964,-2.4805,0.74707,1.7126,-93.748,-218.3,305.67,307.07,1484
4.7971,-2.1045,0.087891,2.0021,-19.736,-277.21,290.26,307.07,1484.2
4.7978,-1.6748,-0.68848,2.3555,44.9,-310.87,260.94,307.08,1484.4
4.7985,-1.3086,-1.2646,2.5665,101.15,-316.81,211.23,307.1,1484.7
4.7992,-0.97656,-1.5869,2.5518,161.84,-313.84,143.64,307.1,1484.9
4.7999,-0.43945,-1.8408,2.2868,227.95,-306.91,70.577,307.11,1485.1
4.8006,0.26855,-2.1436,1.904,283.71,-288.1,0,307.1,1485.3
4.8013,1.0205,-2.5146,1.5311,311.34,-255.93,-61.134,307.09,1485.5
4.802,1.5137,-2.71,1.2268,312.33,-202.96,-119.29,307.09,1485.7
4.8027,1.7969,-2.6514,0.89802,309.37,-133.16,-182.41,307.11,1485.9
4.8034,2.0508,-2.3486,0.33369,303.45,-57.917,-246.52,307.12,1486.2
4.8041,2.3633,-1.9434,-0.35823,278.78,11.88,-296.22,307.12,1486.4
4.8048,2.6611,-1.5576,-1.0403,237.33,70.293,-316.6,307.13,1486.6
4.8055,2.7197,-1.2451,-1.428,181.57,130.19,-315.11,307.15,1486.8
4.8062,2.5879,-0.87402,-1.6881,112,196.03,-310.64,307.17,1487
4.8069,2.2363,-0.27832,-1.9384,35.032,256.92,-301.2,307.19,1487.2
4.8076,1.8066,0.44922,-2.2377,-33.058,299.98,-275.85,307.2,1487.5
4.8083,1.3965,1.1279,-2.5027,-87.333,315.33,-230.12,307.2,1487.7
4.809,1.0693,1.4941,-2.5321,-147.04,311.37,-168.49,307.21,1487.9
4.8097,0.62988,1.7188,-2.3407,-215.62,303.45,-97.913,307.23,1488.1
4.8104,-0.014648,1.9775,-1.9776,-272.85,291.07,-23.36,307.25,1488.3
4.8111,-0.74707,2.3193,-1.5899,-307.89,265.33,41.253,307.25,1488.5
4.8118,-1.3525,2.5928,-1.2661,-318.74,215.83,95.925,307.26,1488.7
4.8125,-1.6553,2.6221,-0.98635,-315.78,149.5,158.05,307.27,1489
4.8132,-1.9141,2.4072,-0.52507,-308.87,77.223,227.14,307.27,1489.2
4.8139,-2.2119,2.0068,0.15703,-291.11,3.9602,281.31,307.28,1489.4
4.8146,-2.5195,1.6016,0.86367,-258.55,-59.897,307.66,307.28,1489.6
4.8153,-2.6807,1.2744,1.3642,-202.79,-115.83,312.13,307.28,1489.8
4.816,-2.6172,0.96191,1.6292,-135.19,-178.21,310.14,307.28,1490
4.8167,-2.3389,0.43457,1.8844,-62.169,-245.53,300.7,307.28,1490.3
4.8174,-1.8799,-0.28809,2.1641,9.3748,-295.53,279.82,307.28,1490.5
4.8181,-1.4697,-1.001,2.4683,68.584,-316.32,243.04,307.28,1490.7
4.8188,-1.1279,-1.4648,2.5812,124.83,-315.82,184.89,307.28,1490.9
4.8195,-0.7666,-1.6943,2.4536,189.96,-311.86,113.32,307.28,1491.1
4.8202,-0.16113,-1.9385,2.1199,254.6,-299.98,40.756,307.27,1491.3
4.8209,0.56641,-2.2461,1.7126,299.01,-277.21,-27.833,307.26,1491.5
4.8216,1.2256,-2.5635,1.374,312.82,-237.11,-85.488,307.24,1491.8
4.8223,1.6016,-2.6709,1.1041,311.83,-174.74,-143.64,307.22,1492
4.823,1.8311,-2.5195,0.72627,308.87,-100.98,-210.74,307.22,1492.2
4.8237,2.1191,-2.168,0.098145,294.07,-28.711,-271.37,307.22,1492.4
4.8244,2.4365,-1.7676,-0.60359,263.97,37.621,-309.15,307.2,1492.6
4.8251,2.6855,-1.4551,-1.1777,216.11,96.034,-316.11,307.2,1492.8
4.8258,2.6758,-1.1523,-1.4869,153.45,156.43,-314.12,307.19,1493
4.8265,2.4756,-0.70312,-1.7372,78.945,221.77,-309.64,307.19,1493.3
4.8272,2.0654,-0.014648,-2.0267,4.9341,279.19,-292.25,307.2,1493.5
4.8279,1.6504,0.72266,-2.3555,-56.249,310.87,-258.45,307.19,1493.7
4.8286,1.3086,1.2842,-2.5714,-112.5,313.35,-206.76,307.19,1493.9
4.8293,0.94238,1.5771,-2.4978,-176.15,307.9,-139.17,307.19,1494.1
4.83,0.43457,1.8018,-2.2377,-240.78,300.48,-66.104,307.19,1494.3
4.8307,-0.29297,2.1191,-1.8402,-290.62,282.66,4.9702,307.19,1494.6
4.8314,-1.001,2.4512,-1.4771,-315.78,246.52,64.116,307.18,1494.8
4.8321,-1.4844,2.6465,-1.1974,-317.75,189.59,121.27,307.17,1495
4.8328,-1.7188,2.5488,-0.85876,-313.31,119.79,187.87,307.17,1495.2
4.8335,-1.9824,2.2461,-0.29934,-303.94,45.542,252.98,307.16,1495.4
4.8342,-2.2949,1.8359,0.41711,-279.76,-24.256,296.22,307.14,1495.6
4.8349,-2.5781,1.4941,1.0354,-236.84,-83.163,311.63,307.13,1495.8
4.8356,-2.6611,1.2109,1.4133,-176.64,-141.08,311.63,307.13,1496.1
4.8363,-2.4854,0.82031,1.6439,-105.1,-206.92,308.15,307.12,1496.3
4.837,-2.1436,0.2002,1.9285,-30.591,-268.8,293.74,307.11,1496.5
4.8377,-1.709,-0.55664,2.2622,35.525,-308.89,266.4,307.1,1496.7
4.8384,-1.3672,-1.1719,2.5272,91.281,-317.8,220.18,307.1,1496.9
4.8391,-1.0254,-1.543,2.5518,152.46,-313.35,156.56,307.1,1497.1
4.8398,-0.57129,-1.7627,2.3358,218.58,-307.9,82.506,307.09,1497.3
4.8405,0.12207,-2.0703,1.9678,274.33,-293.05,9.4434,307.08,1497.6
4.8412,0.89355,-2.4219,1.5703,308.87,-262.36,-52.187,307.07,1497.8
4.8419,1.4453,-2.6807,1.2759,314.3,-211.87,-107.36,307.07,1498
4.8426,1.7578,-2.6758,0.95691,309.86,-145.04,-171.97,307.07,1498.2
4.8433,1.9873,-2.4072,0.46128,302.95,-71.283,-239.07,307.07,1498.4
4.844,2.3145,-2.002,-0.25518,284.7,1.9801,-289.27,307.08,1498.6
4.8447,2.6074,-1.6064,-0.94219,247.2,63.858,-313.62,307.1,1498.9
4.8454,2.7441,-1.3135,-1.3789,190.46,118.8,-316.6,307.1,1499.1
4.8461,2.627,-0.94238,-1.6439,122.86,183.65,-313.12,307.1,1499.3
4.8468,2.3047,-0.39062,-1.8844,48.354,248.99,-302.19,307.1,1499.5
4.8475,1.8555,0.36133,-2.2033,-22.203,296.02,-280.32,307.1,1499.7
4.8482,1.4355,1.0498,-2.4634,-80.426,313.35,-240.06,307.1,1499.9
4.8489,1.1035,1.46,-2.5419,-136.67,311.37,-178.93,307.11,1500.1
4.8496,0.68359,1.6846,-2.3555,-203.78,306.42,-107.85,307.11,1500.4
4.8503,0.10742,1.9189,-2.0365,-265.45,293.55,-35.786,307.12,1500.6
4.851,-0.65918,2.2656,-1.6292,-305.42,269.29,31.809,307.12,1500.8
4.8517,-1.2793,2.5439,-1.2857,-318.25,225.73,87.973,307.13,1501
4.8524,-1.6357,2.6318,-1.0207,-315.78,160.88,147.62,307.14,1501.2
4.8531,-1.8604,2.4316,-0.59868,-310.85,88.608,216.2,307.15,1501.4
4.8538,-2.1436,2.0801,0.029443,-294.56,15.346,274.36,307.16,1501.6
4.8545,-2.4805,1.6504,0.77534,-264.47,-50.492,305.67,307.17,1501.9
4.8552,-2.666,1.3232,1.2955,-213.15,-107.42,311.63,307.18,1502.1
4.8559,-2.6465,1.0205,1.5948,-147.04,-167.32,311.14,307.18,1502.3
4.8566,-2.3682,0.52734,1.8304,-73.024,-234.64,303.68,307.18,1502.5
4.8573,-1.958,-0.17578,2.1248,-2.467,-290.08,283.3,307.18,1502.7
4.858,-1.5137,-0.93262,2.4389,59.209,-315.82,250,307.18,1502.9
4.8587,-1.1719,-1.4258,2.5861,116.94,-314.83,195.83,307.17,1503.2
4.8594,-0.80078,-1.6797,2.4732,179.6,-312.36,125.75,307.17,1503.4
4.8601,-0.23926,-1.8896,2.1494,243.25,-304.44,50.199,307.17,1503.6
4.8608,0.47852,-2.2021,1.7519,293.58,-281.67,-16.899,307.16,1503.8
4.8615,1.1865,-2.5439,1.3937,314.3,-243.05,-74.553,307.16,1504
4.8622,1.5771,-2.666,1.1188,311.83,-186.62,-134.69,307.15,1504.2
4.8629,1.8018,-2.5391,0.77534,307.39,-114.84,-200.8,307.15,1504.4
4.8636,2.0508,-2.207,0.2061,299.01,-38.117,-261.93,307.14,1504.7
4.8643,2.3877,-1.8066,-0.51526,270.88,29.701,-303.68,307.14,1504.9
4.865,2.6465,-1.4648,-1.1238,223.51,85.143,-317.6,307.14,1505.1
4.8657,2.6855,-1.1963,-1.4476,163.81,145.04,-315.11,307.14,1505.3
4.8664,2.5049,-0.78613,-1.693,92.761,213.85,-309.15,307.14,1505.5
4.8671,2.1338,-0.15625,-1.9531,16.282,271.77,-294.73,307.13,1505.7
4.8678,1.7041,0.61523,-2.3064,-48.847,306.42,-266.4,307.13,1505.9
4.8685,1.333,1.2305,-2.537,-102.14,313.35,-215.71,307.13,1506.2
4.8692,1.001,1.5381,-2.5125,-163.81,309.88,-149.6,307.13,1506.4
4.8699,0.50293,1.7529,-2.2524,-231.41,301.96,-78.032,307.13,1506.6
4.8706,-0.16602,2.0312,-1.8795,-285.19,285.63,-5.9643,307.13,1506.8
4.8713,-0.91797,2.4121,-1.5163,-313.81,253.95,55.666,307.14,1507
4.872,-1.4453,2.6318,-1.217,-317.75,199.99,111.83,307.13,1507.2
4.8727,-1.6943,2.5928,-0.92256,-314.3,131.68,176.44,307.12,1507.5
4.8734,-1.9287,2.2998,-0.40239,-306.41,57.422,242.55,307.12,1507.7
4.8741,-2.2266,1.8896,0.29443,-284.7,-14.356,290.26,307.11,1507.9
4.8748,-2.5439,1.5137,0.97654,-245.22,-74.253,310.64,307.11,1508.1
4.8755,-2.6514,1.2305,1.3789,-186.01,-130.69,312.13,307.12,1508.3
4.8762,-2.5439,0.90332,1.6145,-116.94,-197.02,308.65,307.12,1508.5
4.8769,-2.2021,0.32715,1.8549,-44.407,-260.38,296.22,307.15,1508.7
4.8776,-1.7871,-0.40039,2.1788,25.657,-303.94,272.37,307.15,1509
4.8783,-1.4014,-1.0986,2.488,83.386,-317.31,229.62,307.14,1509.2
4.879,-1.084,-1.4893,2.5518,141.11,-315.33,166.5,307.14,1509.4
4.8797,-0.66895,-1.7139,2.38,207.72,-310.38,93.937,307.15,1509.6
4.8804,-0.0048828,-1.9873,2.012,268.41,-295.03,21.869,307.15,1509.8
4.8811,0.73242,-2.3389,1.639,305.42,-268.3,-42.744,307.15,1510
4.8818,1.377,-2.6562,1.3151,313.81,-222.26,-99.404,307.15,1510.2
4.8825,1.709,-2.6904,1.0207,310.35,-156.43,-161.53,307.15,1510.5
4.8832,1.9482,-2.4658,0.55452,305.91,-81.678,-228.13,307.15,1510.7
4.8839,2.2363,-2.0557,-0.12759,288.15,-8.9104,-283.3,307.16,1510.9
4.8846,2.5537,-1.665,-0.82441,254.11,52.967,-312.63,307.16,1511.1
4.8853,2.7441,-1.3428,-1.3397,200.32,109.89,-316.11,307.16,1511.3
4.886,2.6611,-1.0059,-1.6145,135.19,173.26,-313.62,307.16,1511.5
4.8867,2.373,-0.49316,-1.85,60.196,239.59,-305.17,307.15,1511.8
4.8874,1.9189,0.21973,-2.1248,-11.842,290.08,-285.29,307.15,1512
4.8881,1.499,0.9375,-2.4193,-72.038,312.36,-248.01,307.16,1512.2
4.8888,1.1475,1.4258,-2.5469,-126.81,312.36,-189.86,307.17,1512.4
4.8895,0.79102,1.6504,-2.4242,-191.94,307.9,-119.29,307.18,1512.6
4.8902,0.21973,1.8848,-2.1052,-256.08,296.52,-47.217,307.18,1512.8
4.8909,-0.50781,2.1875,-1.6979,-301.97,273.75,20.875,307.17,1513
4.8916,-1.1865,2.5,-1.3446,-317.26,234.64,80.02,307.17,1513.3
4.8923,-1.5967,2.627,-1.0551,-315.29,173.26,139.17,307.18,1513.5
4.893,-1.8164,2.4805,-0.68701,-312.82,99.499,203.78,307.19,1513.7
4.8937,-2.0947,2.1191,-0.063794,-299.5,25.741,264.91,307.18,1513.9
4.8944,-2.3975,1.6943,0.64775,-268.91,-39.602,304.18,307.17,1514.1
4.8951,-2.6416,1.3574,1.2317,-221.54,-97.519,312.13,307.17,1514.3
4.8958,-2.6416,1.0449,1.5654,-160.85,-158.41,309.15,307.18,1514.5
4.8965,-2.4219,0.61035,1.796,-86.346,-224.24,305.17,307.17,1514.8
4.8972,-2.0068,-0.073242,2.0659,-11.842,-280.68,289.27,307.16,1515
4.8979,-1.5527,-0.81543,2.3653,50.328,-313.84,255.97,307.15,1515.2
4.8986,-1.2109,-1.3721,2.5714,105.1,-318.3,203.78,307.15,1515.4
4.8993,-0.84961,-1.665,2.5125,169.73,-311.86,137.67,307.14,1515.6
4.9,-0.36133,-1.8652,2.2377,234.86,-304.93,64.116,307.14,1515.8
4.9007,0.36621,-2.1582,1.8255,286.18,-287.61,-7.9523,307.13,1516.1
4.9014,1.0645,-2.4658,1.4378,311.83,-251.96,-67.098,307.13,1516.3
4.9021,1.5576,-2.6709,1.1532,313.81,-195.04,-123.26,307.13,1516.5
4.9028,1.7969,-2.583,0.82441,308.38,-125.73,-189.86,307.12,1516.7
4.9035,2.0264,-2.2852,0.29443,299.5,-51.977,-254.47,307.12,1516.9
4.9042,2.3291,-1.8555,-0.41711,276.8,18.811,-298.71,307.12,1517.1
4.9049,2.5879,-1.499,-1.0305,233.88,77.223,-316.11,307.12,1517.3
4.9056,2.6953,-1.2207,-1.4182,173.68,134.65,-316.11,307.12,1517.6
4.9063,2.5293,-0.83984,-1.6586,104.11,201.97,-311.14,307.12,1517.8
4.907,2.1777,-0.23926,-1.9187,29.111,263.85,-297.72,307.12,1518
4.9077,1.7236,0.52246,-2.2328,-39.966,303.45,-272.37,307.12,1518.2
4.9084,1.3672,1.1377,-2.4781,-94.241,313.84,-225.65,307.13,1518.4
4.9091,1.04,1.5088,-2.5223,-153.45,310.87,-160.54,307.13,1518.6
4.9098,0.5957,1.7188,-2.3064,-220.55,303.45,-89.464,307.12,1518.8
4.9105,-0.063477,1.9922,-1.9433,-278.78,288.1,-17.893,307.12,1519.1
4.9112,-0.82031,2.3291,-1.5311,-310.85,261.37,47.714,307.11,1519.3
4.9119,-1.3721,2.583,-1.2366,-316.77,211.37,103.38,307.12,1519.5
4.9126,-1.6797,2.6025,-0.952,-315.78,142.07,164.51,307.11,1519.7
4.9133,-1.8994,2.3535,-0.48582,-308.87,68.808,232.11,307.1,1519.9
4.914,-2.1973,1.9531,0.2012,-287.16,-2.4751,286.28,307.09,1520.1
4.9147,-2.4854,1.5479,0.88821,-252.62,-64.353,310.14,307.1,1520.4
4.9154,-2.6367,1.2646,1.325,-198.35,-123.26,310.64,307.1,1520.6
4.9161,-2.5586,0.94238,1.5899,-128.78,-185.14,309.64,307.1,1520.8
4.9168,-2.251,0.41992,1.8157,-53.781,-249.49,300.7,307.1,1521
4.9175,-1.8213,-0.30762,2.1248,14.802,-299.49,276.84,307.1,1521.2
4.9182,-1.4209,-1.001,2.4193,72.531,-318.3,236.58,307.1,1521.4
4.9189,-1.1084,-1.4307,2.5272,132.23,-314.83,178.93,307.1,1521.6
4.9196,-0.71777,-1.6699,2.3849,197.36,-309.88,107.36,307.11,1521.9
4.9203,-0.14648,-1.9043,2.061,257.56,-299.49,31.809,307.11,1522.1
4.921,0.62988,-2.2607,1.6635,300.98,-274.74,-33.797,307.11,1522.3
4.9217,1.2744,-2.5635,1.325,314.79,-230.18,-89.464,307.1,1522.5
4.9224,1.6455,-2.6709,1.0649,311.83,-167.32,-150.6,307.09,1522.7
4.9231,1.8896,-2.5,0.64775,306.41,-94.549,-218.69,307.09,1522.9
4.9238,2.168,-2.1436,0.024536,292.1,-21.286,-275.85,307.08,1523.1
4.9245,2.5049,-1.7188,-0.72136,261.51,44.552,-309.15,307.09,1523.4
4.9252,2.6953,-1.377,-1.2563,210.19,100.98,-316.6,307.09,1523.6
4.9259,2.6855,-1.0791,-1.5654,146.05,162.37,-314.61,307.1,1523.8
4.9266,2.4268,-0.59082,-1.8059,71.544,229.19,-307.66,307.12,1524
4.9273,2.0166,0.078125,-2.0758,-0.98682,283.65,-288.77,307.14,1524.2
4.928,1.5576,0.84961,-2.3898,-61.676,311.37,-254.97,307.16,1524.4
4.9287,1.1865,1.3672,-2.5272,-117.92,312.85,-200.8,307.17,1524.7
4.9294,0.83496,1.626,-2.4389,-182.07,307.9,-131.71,307.19,1524.9
4.9301,0.29297,1.8359,-2.1346,-246.7,299.49,-58.152,307.2,1525.1
4.9308,-0.40527,2.1338,-1.747,-295.06,279.19,11.929,307.21,1525.3
4.9315,-1.1133,2.4609,-1.374,-316.77,242.06,69.086,307.21,1525.5
4.9322,-1.543,2.6074,-1.0943,-317.26,183.65,127.24,307.22,1525.7
4.9329,-1.7822,2.5049,-0.75081,-312.33,112.37,194.83,307.23,1525.9
4.9336,-2.0361,2.1777,-0.17666,-301.97,38.117,257.46,307.24,1526.2
4.9343,-2.3486,1.7627,0.53489,-276.31,-31.186,298.71,307.26,1526.4
4.935,-2.6025,1.3818,1.1728,-230.92,-89.104,312.63,307.25,1526.6
4.9357,-2.6465,1.0986,1.5114,-169.24,-147.02,311.14,307.25,1526.8
4.9364,-2.4805,0.70312,1.7568,-98.188,-214.34,306.66,307.25,1527
4.9371,-2.0947,0.063477,2.0169,-24.177,-274.24,291.75,307.24,1527.2
4.9378,-1.6406,-0.69824,2.3358,40.953,-310.38,263.42,307.24,1527.4
4.9385,-1.2354,-1.3281,2.5616,97.201,-317.31,214.22,307.23,1527.7
4.9392,-0.91309,-1.6309,2.537,158.38,-313.35,149.11,307.23,1527.9
4.9399,-0.42969,-1.8506,2.2868,224.99,-306.91,76.044,307.23,1528.1
4.9406,0.25391,-2.1191,1.8893,279.27,-290.58,2.9821,307.24,1528.3
4.9413,0.99121,-2.4561,1.4967,309.37,-259.39,-58.152,307.24,1528.5
4.942,1.5283,-2.666,1.1777,313.81,-205.43,-113.82,307.25,1528.7
4.9427,1.7773,-2.6123,0.87349,309.86,-137.12,-178.93,307.26,1529
4.9434,2.0117,-2.3291,0.36313,301.97,-64.848,-245.53,307.25,1529.2
4.9441,2.29,-1.9189,-0.30916,281.24,8.4153,-294.24,307.25,1529.4
4.9448,2.583,-1.543,-0.98145,243.25,69.303,-313.62,307.26,1529.6
4.9455,2.6709,-1.2256,-1.3937,184.04,125.24,-316.11,307.28,1529.8
