a,b,c,d,e,f,g,h,i
5.7001,0.19531,-2.793,2.6156,214.63,-307.9,83.997,301.42,1728.6
5.7008,1.0352,-3.0469,2.0463,268.91,-288.6,13.917,301.42,1728.8
5.7015,1.7578,-3.2227,1.5016,302.95,-255.43,-51.69,301.42,1729
5.7022,2.4023,-3.3203,0.96182,310.85,-208.4,-110.84,301.41,1729.2
5.7029,2.7441,-3.0908,0.39749,308.87,-144.55,-172.96,301.41,1729.4
5.7036,2.998,-2.6465,-0.29443,302.95,-72.273,-234.1,301.42,1729.6
5.7043,3.2471,-2.0361,-1.1434,280.75,-0.49502,-283.3,301.43,1729.8
5.705,3.3545,-1.4648,-1.8255,240.29,62.867,-310.64,301.44,1730
5.7057,3.335,-0.93262,-2.3457,185.52,122.76,-314.61,301.45,1730.2
5.7064,2.9883,-0.32715,-2.6352,122.86,185.14,-311.14,301.46,1730.5
5.7071,2.4805,0.41992,-2.8805,50.328,244.54,-301.2,301.46,1730.7
5.7078,1.8018,1.2988,-3.0965,-21.71,288.1,-276.34,301.46,1730.9
5.7085,1.2207,1.9678,-3.1848,-81.906,309.88,-233.6,301.46,1731.1
5.7092,0.66895,2.4512,-3.121,-139.14,311.37,-174.95,301.47,1731.3
5.7099,0.029297,2.7148,-2.753,-201.8,305.43,-109.34,301.48,1731.5
5.7106,-0.7373,2.9541,-2.2426,-259.53,291.07,-38.768,301.49,1731.7
5.7113,-1.5918,3.1738,-1.6194,-298.02,264.34,30.318,301.49,1731.9
5.712,-2.207,3.252,-1.0943,-314.3,220.78,89.961,301.48,1732.1
5.7127,-2.6416,3.1738,-0.58396,-314.79,158.9,149.11,301.49,1732.4
5.7134,-2.8955,2.7783,0.068701,-309.86,90.589,213.72,301.5,1732.6
5.7141,-3.1543,2.2168,0.8833,-292.1,18.316,268.39,301.49,1732.8
5.7148,-3.335,1.5723,1.693,-259.04,-50.492,300.2,301.49,1733
5.7155,-3.3154,1.0547,2.1984,-207.72,-109.4,310.14,301.49,1733.2
5.7162,-3.0908,0.49316,2.5616,-144.57,-169.79,309.64,301.5,1733.4
5.7169,-2.5977,-0.21973,2.7971,-75.491,-232.16,301.2,301.49,1733.6
5.7176,-1.9971,-1.04,3.0278,-4.4407,-282.16,279.33,301.48,1733.8
5.7183,-1.3428,-1.8506,3.1897,61.183,-308.89,245.03,301.48,1734
5.719,-0.81055,-2.334,3.1455,118.91,-314.34,190.86,301.47,1734.3
5.7197,-0.23438,-2.6514,2.8854,178.61,-312.85,124.26,301.47,1734.5
5.7204,0.51758,-2.8857,2.3849,239.8,-301.47,54.672,301.46,1734.7
5.7211,1.3477,-3.1201,1.8108,286.67,-275.73,-13.917,301.44,1734.9
5.7218,2.1094,-3.2812,1.217,306.9,-239.59,-77.038,301.43,1735.1
5.7225,2.5244,-3.2324,0.75081,310.35,-183.65,-137.18,301.42,1735.3
5.7232,2.832,-2.9443,0.17175,308.87,-113.36,-198.31,301.41,1735.5
5.7239,3.0762,-2.4072,-0.6134,296.04,-41.582,-256.96,301.41,1735.7
5.7246,3.3203,-1.8018,-1.4427,264.47,26.236,-298.71,301.4,1735.9
5.7253,3.3789,-1.2012,-2.1101,219.57,88.608,-313.62,301.38,1736.2
5.726,3.1885,-0.69824,-2.4438,162.33,149.5,-312.63,301.38,1736.4
5.7267,2.7979,-0.058594,-2.7235,92.267,210.38,-309.15,301.38,1736.6
5.7274,2.207,0.75195,-2.9443,18.256,264.34,-293.24,301.38,1736.8
5.7281,1.5918,1.5771,-3.1652,-46.874,301.47,-259.45,301.37,1737
5.7288,0.97656,2.2314,-3.1995,-104.6,311.86,-210.24,301.36,1737.2
5.7295,0.43457,2.5439,-2.9738,-166.28,308.4,-149.6,301.36,1737.4
5.7302,-0.29297,2.8027,-2.5321,-227.95,300.97,-80.517,301.37,1737.6
5.7309,-1.084,3.0127,-1.9629,-277.79,282.66,-7.4553,301.37,1737.8
5.7316,-1.8506,3.2324,-1.4231,-307.89,248.5,55.666,301.36,1738.1
5.7323,-2.4316,3.2666,-0.87839,-316.27,196.03,112.82,301.36,1738.3
5.733,-2.7197,3.0176,-0.34841,-313.31,131.68,176.44,301.36,1738.5
5.7337,-3.0029,2.5439,0.40239,-304.43,60.887,239.07,301.37,1738.7
5.7344,-3.2129,1.9434,1.2023,-280.75,-11.88,284.79,301.37,1738.9
5.7351,-3.3643,1.377,1.9187,-238.81,-75.738,306.66,301.37,1739.1
5.7358,-3.252,0.80078,2.3947,-182.56,-134.15,310.64,301.37,1739.3
5.7365,-2.9053,0.22949,2.645,-115.95,-196.03,307.16,301.37,1739.5
5.7372,-2.3584,-0.56152,2.9051,-45.887,-254.94,294.24,301.38,1739.7
5.7379,-1.7188,-1.3721,3.0817,25.164,-296.52,266.9,301.39,1739.9
5.7386,-1.1572,-2.0605,3.2142,84.866,-313.84,223.16,301.39,1740.2
5.7393,-0.54688,-2.5244,3.0719,143.09,-313.84,163.52,301.38,1740.4
5.74,0.058594,-2.749,2.699,206.24,-308.4,95.925,301.39,1740.6
5.7407,0.88867,-3.0127,2.1592,261.51,-292.56,25.845,301.4,1740.8
5.7414,1.6553,-3.1885,1.5703,298.02,-263.85,-42.247,301.42,1741
5.7421,2.2949,-3.3057,1.0551,310.35,-217.31,-101.89,301.43,1741.2
5.7428,2.71,-3.1445,0.48582,311.34,-153.95,-161.53,301.43,1741.4
5.7435,2.9443,-2.7295,-0.15703,304.93,-84.648,-225.65,301.44,1741.6
5.7442,3.2227,-2.1436,-1.0207,283.71,-12.871,-277.84,301.44,1741.8
5.7449,3.3398,-1.5332,-1.7372,249.17,53.957,-306.66,301.45,1742.1
5.7456,3.3545,-1.0352,-2.2573,196.38,113.36,-313.62,301.45,1742.3
5.7463,3.0615,-0.4248,-2.6057,132.23,173.26,-313.12,301.45,1742.5
5.747,2.5684,0.27832,-2.8266,62.169,234.64,-304.18,301.45,1742.7
5.7477,1.9189,1.1621,-3.0768,-9.3748,283.65,-280.32,301.46,1742.9
5.7484,1.2891,1.8945,-3.175,-72.531,308.4,-241.06,301.46,1743.1
5.7491,0.78125,2.373,-3.1455,-130.26,310.38,-186.88,301.46,1743.3
5.7498,0.13672,2.6855,-2.8217,-192.43,305.92,-120.78,301.45,1743.5
5.7505,-0.5957,2.9004,-2.3358,-250.65,295.53,-49.702,301.46,1743.7
5.7512,-1.4795,3.1543,-1.7224,-293.08,269.79,19.881,301.47,1744
5.7519,-2.1387,3.2471,-1.1483,-313.31,229.19,80.02,301.48,1744.2
5.7526,-2.5684,3.208,-0.68701,-315.29,169.79,139.17,301.49,1744.4
5.7533,-2.8662,2.8564,-0.044165,-311.34,101.48,203.28,301.5,1744.6
5.754,-3.1006,2.3145,0.72627,-296.54,30.691,261.43,301.5,1744.8
5.7547,-3.3398,1.6797,1.585,-264.96,-39.602,297.22,301.49,1745
5.7554,-3.3301,1.1084,2.1592,-217.59,-100.98,308.65,301.5,1745.2
5.7561,-3.1445,0.59082,2.5125,-155.42,-159.4,310.14,301.51,1745.4
5.7568,-2.6855,-0.10254,2.7677,-86.346,-220.78,304.67,301.52,1745.6
5.7575,-2.1045,-0.88867,2.9738,-15.296,-275.73,283.8,301.52,1745.9
5.7582,-1.4551,-1.7383,3.1897,50.328,-308.4,250,301.52,1746.1
5.7589,-0.86914,-2.2998,3.1603,110.03,-313.84,200.8,301.51,1746.3
5.7596,-0.33203,-2.6025,2.9443,170.23,-310.87,136.68,301.5,1746.5
5.7603,0.41504,-2.8613,2.4683,229.43,-304.93,65.607,301.49,1746.7
5.761,1.2012,-3.0566,1.8991,279.27,-282.16,-3.9762,301.49,1746.9
5.7617,2.0068,-3.2812,1.32,306.9,-244.54,-66.104,301.49,1747.1
5.7624,2.4805,-3.252,0.8146,311.83,-192.07,-126.24,301.48,1747.3
5.7631,2.7783,-3.0078,0.27971,307.39,-126.23,-190.36,301.47,1747.5
5.7638,3.0518,-2.4902,-0.50054,299.01,-54.452,-249.01,301.45,1747.8
5.7645,3.2568,-1.9043,-1.2857,272.36,17.821,-292.25,301.44,1748
5.7652,3.3984,-1.3086,-2.0218,227.46,78.213,-312.63,301.44,1748.2
5.7659,3.2178,-0.74707,-2.4193,170.23,137.62,-315.11,301.43,1748.4
5.7666,2.8857,-0.18066,-2.6744,104.11,200.48,-310.14,301.41,1748.6
5.7673,2.2949,0.64453,-2.9247,31.085,258.4,-295.73,301.4,1748.8
5.768,1.6895,1.4258,-3.1063,-37.992,296.52,-266.9,301.4,1749
5.7687,1.084,2.1436,-3.224,-95.721,310.87,-220.18,301.4,1749.2
5.7694,0.50781,2.5195,-3.0179,-155.42,309.88,-159.05,301.39,1749.4
5.7701,-0.14648,2.749,-2.6205,-219.07,303.45,-91.949,301.39,1749.7
5.7708,-0.98145,2.998,-2.0512,-270.88,286.12,-19.384,301.38,1749.9
5.7715,-1.7041,3.1738,-1.5114,-304.43,254.94,46.72,301.37,1750.1
5.7722,-2.3633,3.291,-0.97654,-315.78,205.43,103.38,301.36,1750.3
5.7729,-2.6953,3.0713,-0.42693,-314.79,142.07,165.51,301.37,1750.5
5.7736,-2.9492,2.6367,0.25518,-306.41,72.768,230.12,301.37,1750.7
5.7743,-3.1982,2.0264,1.1041,-285.19,-0.49502,279.33,301.37,1750.9
5.775,-3.3203,1.4502,1.801,-248.18,-66.828,304.18,301.37,1751.1
5.7757,-3.3057,0.91309,2.3358,-191.94,-124.25,310.64,301.36,1751.3
5.7764,-2.9639,0.31738,2.6156,-126.31,-184.15,309.64,301.38,1751.6
5.7771,-2.4707,-0.41016,2.8609,-57.729,-247.01,296.72,301.38,1751.8
5.7778,-1.8066,-1.2744,3.0719,12.829,-293.05,270.88,301.39,1752
5.7785,-1.2256,-1.9531,3.1799,77.465,-311.37,232.11,301.39,1752.2
5.7792,-0.66895,-2.4561,3.1259,134.21,-313.35,175.45,301.39,1752.4
5.7799,-0.03418,-2.7246,2.7628,194.4,-311.37,105.37,301.41,1752.6
5.7806,0.72266,-2.959,2.2671,253.12,-296.52,36.283,301.43,1752.8
5.7813,1.5723,-3.1787,1.6488,295.55,-267.81,-30.318,301.44,1753
5.782,2.1973,-3.2715,1.1188,309.37,-225.73,-91.949,301.45,1753.2
5.7827,2.6514,-3.2031,0.60359,309.37,-166.33,-153.08,301.46,1753.5
5.7834,2.9053,-2.8125,-0.039258,306.9,-96.034,-214.71,301.47,1753.7
5.7841,3.1689,-2.2559,-0.85386,290.12,-23.761,-268.89,301.49,1753.9
5.7848,3.3545,-1.626,-1.6586,254.6,43.067,-304.67,301.5,1754.1
5.7855,3.3496,-1.1084,-2.1788,204.76,103.46,-314.12,301.5,1754.3
5.7862,3.1348,-0.54199,-2.5518,144.57,164.35,-312.63,301.5,1754.5
5.7869,2.6514,0.16602,-2.7971,74.011,226.72,-306.17,301.51,1754.7
5.7876,2.0557,0.99609,-3.0376,1.4802,276.22,-285.79,301.52,1754.9
5.7883,1.3916,1.8066,-3.1946,-63.156,305.92,-249.5,301.53,1755.1
5.789,0.85938,2.3047,-3.1603,-120.39,311.37,-195.83,301.53,1755.4
5.7897,0.26367,2.6367,-2.9002,-181.57,307.9,-131.21,301.53,1755.6
5.7904,-0.47852,2.8662,-2.4045,-242.76,298.5,-61.134,301.53,1755.8
5.7911,-1.3135,3.1055,-1.8402,-288.15,274.74,8.4494,301.54,1756
5.7918,-2.0703,3.2715,-1.2415,-311.83,236.62,70.08,301.54,1756.2
5.7925,-2.5,3.2227,-0.76553,-315.29,181.18,129.72,301.54,1756.4
5.7932,-2.8174,2.9443,-0.17175,-311.83,113.36,193.34,301.53,1756.6
5.7939,-3.0664,2.4072,0.59868,-300.49,40.592,252.49,301.53,1756.8
5.7946,-3.3105,1.8018,1.4378,-271.37,-29.701,292.75,301.54,1757
5.7953,-3.3691,1.1914,2.1101,-225.49,-89.599,309.15,301.54,1757.3
5.796,-3.1738,0.67383,2.4585,-165.79,-149.5,310.64,301.54,1757.5
5.7967,-2.7832,0.029297,2.7333,-98.682,-212.36,305.17,301.53,1757.7
5.7974,-2.1973,-0.7666,2.9443,-26.644,-268.3,288.77,301.53,1757.9
5.7981,-1.582,-1.5918,3.1701,41.446,-302.95,257.46,301.53,1758.1
5.7988,-0.95703,-2.251,3.2044,99.668,-314.34,209.25,301.52,1758.3
5.7995,-0.42969,-2.5635,2.9885,158.88,-313.35,147.12,301.52,1758.5
5.8002,0.27832,-2.8174,2.5567,221.05,-305.92,78.529,301.52,1758.7
5.8009,1.0742,-3.0273,1.9874,273.35,-285.63,6.9583,301.51,1758.9
5.8016,1.8652,-3.252,1.4378,303.45,-252.95,-58.152,301.51,1759.2
5.8023,2.4463,-3.2861,0.88821,310.85,-202.96,-116.8,301.51,1759.4
5.803,2.7344,-3.0566,0.37295,309.37,-137.12,-179.42,301.5,1759.6
5.8037,3.0176,-2.583,-0.37295,301.97,-65.838,-240.06,301.5,1759.8
5.8044,3.2227,-1.9922,-1.163,277.3,5.4452,-287.28,301.49,1760
5.8051,3.3887,-1.4209,-1.8942,236.34,69.303,-311.14,301.48,1760.2
5.8058,3.2812,-0.84473,-2.38,180.09,128.21,-314.61,301.46,1760.4
5.8065,2.9443,-0.2832,-2.6352,114.96,191.08,-311.14,301.45,1760.6
5.8072,2.4121,0.50293,-2.8904,43.913,249.98,-299.21,301.45,1760.8
5.8079,1.7725,1.3135,-3.0768,-27.631,291.57,-272.86,301.43,1761.1
5.8086,1.1963,2.0215,-3.2142,-87.333,309.39,-229.13,301.43,1761.3
5.8093,0.5957,2.4854,-3.0817,-145.06,311.37,-168.99,301.42,1761.5
5.81,-0.0048828,2.71,-2.7088,-208.22,305.43,-102.39,301.41,1761.7
5.8107,-0.83984,2.9688,-2.169,-264.96,288.1,-32.803,301.4,1761.9
5.8114,-1.5967,3.1494,-1.5899,-301.47,260.88,36.283,301.39,1762.1
5.8121,-2.251,3.2812,-1.0747,-314.3,215.83,96.422,301.38,1762.3
5.8128,-2.666,3.1299,-0.51035,-315.29,152.96,155.07,301.38,1762.5
5.8135,-2.9004,2.7246,0.12268,-309.86,82.173,219.19,301.38,1762.7
5.8142,-3.1787,2.1387,0.98145,-288.64,11.88,273.36,301.39,1762.9
5.8149,-3.3008,1.5332,1.7077,-254.6,-54.947,303.18,301.39,1763.2
5.8156,-3.3301,1.0205,2.2426,-203.28,-116.33,309.15,301.39,1763.4
5.8163,-3.042,0.41992,2.5812,-138.65,-175.73,308.65,301.4,1763.6
5.817,-2.5586,-0.27344,2.8118,-67.104,-236.12,301.69,301.4,1763.8
5.8177,-1.9141,-1.1523,3.0572,2.9604,-286.12,276.84,301.41,1764
5.8184,-1.2891,-1.875,3.1603,65.623,-311.86,238.07,301.41,1764.2
5.8191,-0.78613,-2.3682,3.1504,124.34,-313.84,185.39,301.41,1764.4
5.8198,-0.14648,-2.6855,2.8364,186.01,-310.38,118.79,301.42,1764.6
5.8205,0.57129,-2.9053,2.3604,244.24,-300.97,47.714,301.42,1764.8
5.8212,1.4551,-3.1592,1.7519,288.15,-273.75,-21.372,301.43,1765.1
5.8219,2.1191,-3.2568,1.1826,309.86,-233.65,-81.512,301.43,1765.3
5.8226,2.5635,-3.2324,0.71646,310.85,-176.72,-142.15,301.44,1765.5
5.8233,2.8662,-2.8955,0.078516,306.9,-107.91,-205.77,301.44,1765.7
5.824,3.1055,-2.3633,-0.68701,294.07,-35.146,-262.43,301.45,1765.9
5.8247,3.3496,-1.7383,-1.5458,262,33.166,-299.7,301.46,1766.1
5.8254,3.3545,-1.167,-2.1199,213.65,94.054,-314.61,301.47,1766.3
5.8261,3.1934,-0.65918,-2.488,154.93,154.45,-313.12,301.47,1766.5
5.8268,2.749,0.029297,-2.7579,86.346,216.82,-307.66,301.48,1766.7
5.8275,2.168,0.83008,-2.9836,11.842,269.29,-290.26,301.49,1767
5.8282,1.5137,1.6895,-3.1995,-53.781,302.46,-256.46,301.49,1767.2
5.8289,0.92773,2.2607,-3.1799,-110.03,312.36,-204.77,301.48,1767.4
5.8296,0.38574,2.5781,-2.9591,-171.71,308.89,-142.15,301.49,1767.6
5.8303,-0.36621,2.8418,-2.4929,-234.86,299.49,-74.553,301.5,1767.8
5.831,-1.1572,3.0469,-1.9334,-281.74,279.69,-1.9881,301.5,1768
5.8317,-1.9727,3.2715,-1.3446,-308.38,245.03,62.128,301.5,1768.2
5.8324,-2.4561,3.252,-0.83423,-316.77,190.09,119.29,301.49,1768.4
5.8331,-2.7588,3.0127,-0.29934,-313.81,123.75,181.91,301.49,1768.6
5.8338,-3.042,2.5,0.48582,-301.97,53.957,245.03,301.5,1768.9
5.8345,-3.2471,1.9141,1.271,-276.31,-17.821,288.77,301.51,1769.1
5.8352,-3.3984,1.3086,2.0218,-235.85,-82.173,306.66,301.5,1769.3
5.8359,-3.2178,0.74219,2.4291,-177.13,-140.09,310.14,301.5,1769.5
5.8366,-2.8711,0.16113,2.6941,-108.06,-200.98,307.66,301.5,1769.7
5.8373,-2.29,-0.6543,2.9345,-38.486,-260.38,291.75,301.5,1769.9
5.838,-1.6943,-1.4404,3.121,30.098,-300.97,262.43,301.51,1770.1
5.8387,-1.0791,-2.1631,3.2388,90.787,-313.35,219.19,301.51,1770.3
5.8394,-0.50293,-2.5439,3.0425,150,-312.85,159.05,301.51,1770.5
5.8401,0.14648,-2.7783,2.645,210.69,-308.4,88.967,301.5,1770.8
5.8408,0.97656,-3.0176,2.0856,265.45,-291.07,17.893,301.5,1771
5.8415,1.6992,-3.208,1.5458,300.98,-258.9,-47.714,301.5,1771.2
5.8422,2.373,-3.3252,0.99617,311.34,-211.87,-106.36,301.5,1771.4
5.8429,2.71,-3.1104,0.44656,309.86,-148.51,-168.49,301.49,1771.6
5.8436,2.9736,-2.6807,-0.23555,303.94,-77.718,-231.61,301.48,1771.8
5.8443,3.2178,-2.0801,-1.0698,282.23,-5.9402,-281.31,301.48,1772
5.845,3.3496,-1.5088,-1.7764,243.74,59.897,-308.65,301.48,1772.2
5.8457,3.3447,-0.96191,-2.3211,190.46,119.3,-314.12,301.48,1772.4
5.8464,3.0127,-0.37598,-2.6057,126.31,179.2,-312.63,301.47,1772.7
5.8471,2.5244,0.35156,-2.8609,54.768,240.58,-302.69,301.45,1772.9
5.8478,1.8652,1.2158,-3.067,-15.789,287.61,-277.34,301.45,1773.1
5.8485,1.2744,1.9141,-3.1848,-77.958,309.39,-236.58,301.45,1773.3
5.8492,0.70312,2.4316,-3.1308,-136.18,309.88,-180.42,301.44,1773.5
5.8499,0.092773,2.6904,-2.7922,-197.86,306.42,-113.82,301.43,1773.7
5.8506,-0.66895,2.9297,-2.2868,-255.59,294.04,-42.744,301.41,1773.9
5.8513,-1.5186,3.1445,-1.6685,-297.03,266.82,25.348,301.4,1774.1
5.852,-2.1533,3.252,-1.1434,-314.79,223.25,85.488,301.41,1774.3
5.8527,-2.6172,3.1934,-0.62322,-315.29,164.35,145.63,301.41,1774.6
5.8534,-2.8662,2.8027,0.0098145,-309.86,95.044,210.74,301.41,1774.8
5.8541,-3.125,2.251,0.8146,-294.56,22.771,264.91,301.41,1775
5.8548,-3.3105,1.6162,1.6292,-261.51,-46.037,299.21,301.41,1775.2
5.8555,-3.3252,1.0986,2.1641,-211.18,-105.93,310.14,301.41,1775.4
5.8562,-3.1201,0.54199,2.5419,-149.01,-165.34,309.64,301.41,1775.6
5.8569,-2.6367,-0.15137,2.7726,-79.439,-228.2,302.69,301.41,1775.8
5.8576,-2.0459,-0.98633,3.013,-8.3879,-279.69,281.81,301.41,1776
5.8583,-1.3867,-1.792,3.1701,56.249,-308.89,246.52,301.41,1776.2
5.859,-0.86426,-2.2949,3.1603,114.96,-314.34,194.83,301.41,1776.5
5.8597,-0.26855,-2.6367,2.91,176.15,-311.37,130.22,301.41,1776.7
5.8604,0.4541,-2.8711,2.434,236.34,-303.45,59.146,301.41,1776.9
5.8611,1.2988,-3.1104,1.8598,282.72,-279.69,-10.934,301.42,1777.1
5.8618,2.0508,-3.2715,1.2661,307.89,-241.07,-71.571,301.42,1777.3
5.8625,2.4951,-3.2471,0.79497,311.83,-186.13,-131.71,301.42,1777.5
5.8632,2.8174,-2.9785,0.21101,307.39,-119.79,-195.83,301.42,1777.7
5.8639,3.0664,-2.4609,-0.54961,296.54,-47.522,-254.97,301.43,1777.9
5.8646,3.3105,-1.8457,-1.3986,269.4,24.751,-294.73,301.43,1778.1
5.8653,3.3838,-1.2549,-2.0659,223.02,84.153,-313.12,301.43,1778.4
5.866,3.2227,-0.74707,-2.4291,163.32,142.57,-315.11,301.44,1778.6
5.8667,2.8369,-0.097656,-2.7186,97.201,206.42,-309.15,301.44,1778.8
5.8674,2.2656,0.69824,-2.9443,25.657,263.85,-292.75,301.45,1779
5.8681,1.6406,1.5381,-3.175,-43.913,298.5,-263.42,301.45,1779.2
5.8688,1.0156,2.207,-3.2142,-102.63,310.38,-215.71,301.45,1779.4
5.8695,0.47852,2.5342,-3.013,-160.36,310.38,-152.09,301.45,1779.6
5.8702,-0.23438,2.8027,-2.5812,-223.02,303.45,-84.494,301.47,1779.8
5.8709,-1.0254,3.0127,-2.0218,-276.8,282.66,-14.911,301.48,1780
5.8716,-1.8311,3.2422,-1.4574,-306.9,250.48,51.193,301.47,1780.3
5.8723,-2.4121,3.2861,-0.91765,-314.3,201.47,111.33,301.47,1780.5
5.873,-2.7148,3.0615,-0.39749,-314.3,135.14,172.47,301.48,1780.7
5.8737,-2.998,2.5977,0.34841,-306.9,64.353,233.6,301.5,1780.9
5.8744,-3.208,2.002,1.1434,-281.74,-6.9303,283.3,301.51,1781.1
5.8751,-3.3838,1.4209,1.8942,-241.77,-71.283,306.17,301.51,1781.3
5.8758,-3.2764,0.83496,2.3898,-187,-131.18,309.64,301.51,1781.5
5.8765,-2.9492,0.27344,2.645,-120.89,-191.57,308.15,301.52,1781.7
5.8772,-2.4023,-0.5127,2.91,-49.341,-251.47,296.22,301.53,1781.9
5.8779,-1.7773,-1.3232,3.0866,19.736,-295.53,267.89,301.54,1782.2
5.8786,-1.1865,-2.041,3.2339,80.919,-313.35,226.64,301.53,1782.4
5.8793,-0.58594,-2.5195,3.1014,140.13,-313.35,168.99,301.53,1782.6
5.88,0.019531,-2.7393,2.7284,201.31,-309.39,99.901,301.53,1782.8
5.8807,0.84473,-3.0029,2.1935,257.07,-295.03,29.324,301.54,1783
5.8814,1.6016,-3.1738,1.6145,297.53,-264.84,-36.78,301.55,1783.2
5.8821,2.2705,-3.3154,1.0943,310.85,-220.28,-96.422,301.55,1783.4
5.8828,2.6904,-3.1689,0.52507,308.87,-160.88,-159.05,301.54,1783.6
5.8835,2.9248,-2.7686,-0.098145,304.93,-89.599,-222.17,301.54,1783.8
5.8842,3.2031,-2.1875,-0.952,288.15,-15.346,-273.86,301.54,1784.1
5.8849,3.3252,-1.582,-1.6734,251.64,49.502,-306.17,301.54,1784.3
5.8856,3.3643,-1.0693,-2.2279,197.86,107.91,-315.11,301.53,1784.5
5.8863,3.0859,-0.47363,-2.5763,138.15,170.29,-312.63,301.52,1784.7
5.887,2.6172,0.21484,-2.8069,68.09,233.15,-304.18,301.52,1784.9
5.8877,1.9678,1.0938,-3.0572,-6.4143,279.69,-283.3,301.51,1785.1
5.8884,1.3379,1.8311,-3.1603,-69.571,306.91,-246.03,301.5,1785.3
5.8891,0.8252,2.3438,-3.1603,-124.83,312.36,-189.37,301.49,1785.5
5.8898,0.18555,2.6611,-2.8511,-187.5,307.9,-124.26,301.47,1785.7
5.8905,-0.51758,2.8711,-2.38,-248.68,295.53,-55.666,301.45,1786
5.8912,-1.4014,3.1299,-1.7715,-291.6,271.77,14.911,301.44,1786.2
5.8919,-2.0752,3.2324,-1.1925,-311.83,233.15,77.038,301.43,1786.4
5.8926,-2.5391,3.2227,-0.73608,-315.78,174.74,135.19,301.42,1786.6
5.8933,-2.832,2.8955,-0.11287,-312.33,105.44,198.81,301.41,1786.8
5.894,-3.0664,2.3633,0.65266,-298.02,34.651,257.95,301.4,1787
5.8947,-3.3154,1.7236,1.5212,-267.43,-35.146,295.73,301.39,1787.2
5.8954,-3.3252,1.1572,2.1003,-220.55,-96.529,309.15,301.38,1787.4
5.8961,-3.1738,0.6543,2.4781,-160.36,-156.43,309.64,301.37,1787.6
5.8968,-2.7344,-0.03418,2.7431,-91.281,-217.81,305.17,301.37,1787.9
5.8975,-2.1533,-0.8252,2.964,-19.736,-272.26,286.28,301.36,1788.1
5.8982,-1.499,-1.6846,3.1799,46.874,-305.92,253.48,301.36,1788.3
5.8989,-0.92285,-2.251,3.1701,104.6,-314.83,204.28,301.35,1788.5
5.8996,-0.39062,-2.583,2.9738,165.29,-312.36,140.66,301.35,1788.7
5.9003,0.35156,-2.8418,2.5076,227.46,-304.44,70.577,301.35,1788.9
5.901,1.1426,-3.0518,1.9482,277.79,-283.65,0.49702,301.34,1789.1
5.9017,1.9629,-3.2764,1.3593,304.93,-248.99,-63.619,301.35,1789.3
5.9024,2.4512,-3.2617,0.85876,311.34,-196.52,-122.27,301.36,1789.5
5.9031,2.7588,-3.0371,0.32878,309.37,-129.7,-184.39,301.36,1789.7
5.9038,3.0371,-2.5391,-0.44165,299.99,-58.412,-246.52,301.36,1790
5.9045,3.2617,-1.958,-1.2268,273.35,11.88,-290.76,301.36,1790.2
5.9052,3.4131,-1.3574,-1.9825,231.9,75.243,-311.14,301.36,1790.4
5.9059,3.2471,-0.80566,-2.3898,175.16,134.65,-314.61,301.37,1790.6
5.9066,2.9199,-0.22461,-2.6695,108.06,196.03,-311.14,301.38,1790.8
5.9073,2.3486,0.58594,-2.9149,35.525,254.44,-297.72,301.38,1791
5.908,1.748,1.377,-3.121,-33.058,295.53,-268.89,301.38,1791.2
5.9087,1.1328,2.1191,-3.2437,-92.267,310.87,-224.16,301.38,1791.4
5.9094,0.55176,2.5098,-3.0572,-151.48,309.88,-164.02,301.4,1791.6
5.9101,-0.10254,2.7539,-2.6646,-214.14,304.93,-95.925,301.4,1791.9
5.9108,-0.92285,2.9932,-2.1052,-268.41,287.11,-24.354,301.4,1792.1
5.9115,-1.665,3.1885,-1.5654,-303.94,257.41,42.247,301.4,1792.3
5.9122,-2.3389,3.3105,-1.0207,-314.79,210.38,100.9,301.41,1792.5
5.9129,-2.6855,3.1104,-0.47109,-314.79,146.53,161.53,301.43,1792.7
5.9136,-2.9492,2.6855,0.2061,-308.87,75.738,224.65,301.43,1792.9
5.9143,-3.1982,2.0898,1.0403,-287.16,4.4552,276.84,301.44,1793.1
5.915,-3.3398,1.5088,1.7666,-249.17,-61.382,305.17,301.44,1793.3
5.9157,-3.3301,0.95215,2.3211,-196.87,-121.28,309.64,301.45,1793.5
5.9164,-3.0029,0.35645,2.6106,-132.73,-182.17,307.66,301.46,1793.8
5.9171,-2.5146,-0.36621,2.8609,-60.689,-242.06,299.7,301.48,1794
5.9178,-1.8555,-1.2256,3.0719,9.8682,-289.09,274.85,301.49,1794.2
5.9185,-1.2695,-1.9238,3.1946,71.051,-313.35,233.6,301.5,1794.4
5.9192,-0.68848,-2.4561,3.1455,129.77,-314.34,178.93,301.51,1794.6
5.9199,-0.083008,-2.7148,2.802,192.92,-308.89,113.82,301.51,1794.8
5.9206,0.67871,-2.9541,2.3064,249.66,-298,40.756,301.52,1795
5.9213,1.5186,-3.1689,1.6881,290.62,-272.26,-28.827,301.52,1795.2
5.922,2.168,-3.2764,1.1581,310.35,-228.2,-86.979,301.52,1795.4
5.9227,2.6367,-3.2178,0.62813,311.83,-168.8,-146.62,301.52,1795.7
5.9234,2.8906,-2.8369,0.0049072,305.42,-101.48,-212.73,301.52,1795.9
5.9241,3.1494,-2.2949,-0.79006,290.12,-29.701,-267.4,301.52,1796.1
